Date (B.S.),Date (A.D.),Local Time,UTC Time,Latitude,Longitude,Magnitude,Remarks,Epicenter
2072-12-4,2016-03-17,10:59,05:14,27.34,86.27,4,NSC,Okhaldhunga
2072-12-3,2016-03-15,03:12,21:27,27.84,85.73,4.5,NSC,Sindhupalchowk
2072-11-30,2016-03-13,11:00,05:15,27.83,84.9,4.8,NSC,Dhading
2072-11-28,2016-03-11,15:13,09:28,27.9,85.87,4.2,NSC,Sindhupalchowk
2072-11-25,2016-03-07,13:50,08:05,30.22,81.7,4.4,NSC/RSC,Humla
2072-11-23,2016-03-06,07:10,01:25,27.69,85.93,4,NSC,Sindhupalchowk
2065-3-2,2008-06-15,11:00,05:15,29.73,80.96,5,NSC,Darchula
2065-2-21,2008-06-02,11:00,05:15,27.8,85.91,4.1,NSC,Sindhupalchowk
2065-2-8,2008-05-20,11:00,05:15,28.33,83.33,4.3,NSC,Baglung
2065-1-27,2008-05-08,11:00,05:15,27.5,87.52,4.2,NSC,Taplejung
2064-12-5,2008-03-17,11:00,05:15,29.76,81.53,4.6,NSC,Bajhang-Bajura border
2064-11-20,2008-03-02,11:00,05:15,29.69,81.76,4.4,NSC,Humla
2064-11-5,2008-02-16,11:00,05:15,26.8,86.25,4.2,NSC,Siraha
2064-11-3,2008-02-14,11:00,05:15,27.8,86.53,4.1,NSC,Taplejung
2072-5-6,2015-08-23,14:47,09:02,27.87,86.17,5.1,NSC,Dolakha
2072-5-4,2015-08-21,12:21,06:36,27.96,85.48,4,NSC,Nuwakot
2072-5-3,2015-08-20,11:47,06:02,28,85.29,4.6,NSC,Rasuwa
2072-5-2,2015-08-18,04:08,22:23,27.93,86.14,4.8,NSC,Dolakha
2072-4-30,2015-08-15,23:56,18:11,27.71,86.05,4.8,NSC,Dolakha
2072-4-30,2015-08-15,10:10,04:25,27.87,86.08,4.1,NSC,Dolakha
2072-4-29,2015-08-14,18:47,13:02,27.59,85.97,4.3,NSC,Dolakha
2072-11-18,2016-03-01,16:30,10:45,27.79,85.73,4.3,NSC,Sindhupalchowk
2072-11-12,2016-02-24,15:07,09:22,27.8,85.74,5.4,NSC,Sindhupalchok
2072-11-12,2016-02-23,08:45,03:00,27.47,87.15,4.5,NSC,Sankhuwasava
2072-11-9,2016-02-21,23:54,18:09,28.08,84.76,5.5,NSC,Gorkha
2072-11-9,2016-02-20,03:54,22:09,27.86,85.29,4.1,NSC,Nuwakot
2072-11-1,2016-02-13,20:22,14:37,27.81,85.72,4.3,NSC,Sindhupalchowk
2072-10-27,2016-02-10,22:12,16:27,27.84,85.71,4.6,NSC,Sindhupalchowk
2072-10-22,2016-02-05,22:05,16:20,27.95,85.52,5.5,NSC,Sindhupalchowk
2064-10-2,2008-01-15,11:00,05:15,27.37,86.53,4.1,NSC,Okhaldhunga
2072-4-29,2015-08-13,01:49,20:04,27.72,85.2,4,NSC,Kathmandu
2072-4-26,2015-08-11,10:42,04:57,27.7,85.29,4.3,NSC,Kathmandu
2072-4-26,2015-08-10,04:15,22:30,28.14,84.72,4.9,NSC,Gorkha
2072-4-25,2015-08-09,00:21,18:36,30.1,81.85,4,RSC/NSC,Humla
2072-4-24,2015-08-09,07:55,02:10,27.94,85.52,4.1,NSC,Sindupalchok
2072-4-23,2015-08-08,21:25,15:40,27.69,86.26,4.1,NSC,Dolakha
2072-4-23,2015-08-08,06:24,00:39,27.77,85.7,4,NSC,Sindupalchok
2072-4-22,2015-08-07,11:57,06:12,27.5,85.5,4.4,NSC,Kavre
2072-10-13,2016-01-27,20:42,14:57,26.68,86.27,4.2,NSC,Siraha
2072-10-14,2016-01-27,02:27,20:42,27.83,85.83,4.4,NSC,Sindhupalchowk
2072-10-9,2016-01-22,01:07,19:22,28.06,85.09,4.6,NSC,Nuwakot
2072-10-1,2016-01-15,22:59,17:14,27.65,86.23,4.3,NSC,Dolakha
2072-10-1,2016-01-15,18:50,13:05,27.63,86.25,4.1,NSC,Dolakha
2072-9-25,2016-01-09,23:28,17:43,27.48,86.01,4.4,NSC,Ramechhap
2072-9-20,2016-01-04,18:47,13:02,27.75,86.12,4.1,NSC,Dolakha
2072-9-19,2016-01-02,03:15,21:30,28.01,85.8,4.2,NSC,Sindhupalchowk
2072-4-21,2015-08-06,20:36,14:51,27.86,85.76,4.1,NSC,Sindupalchok
2072-4-20,2015-08-05,13:59,08:14,27.64,86.07,4.3,NSC,Dolakha
2072-4-20,2015-08-05,17:38,11:53,27.63,86.07,4.1,NSC,Dolakha
2072-4-16,2015-08-01,07:22,01:37,27.81,85.71,4.2,NSC,Sindupalchok
2072-4-14,2015-07-30,20:18,14:33,27.66,86.09,4.5,NSC/RSC,Dolakha
2072-4-12,2015-07-28,21:23,15:38,27.59,86.17,4.1,NSC,Dolakha
2072-4-12,2015-07-28,18:38,12:53,27.68,86.04,4,NSC,Dolakha
2072-4-12,2015-07-28,09:21,03:36,27.8,85.75,4.1,NSC,Sindupalchok
2072-4-11,2015-07-27,18:23,12:38,27.94,85.48,4.2,NSC,Nuwakot
2072-4-10,2015-07-26,09:30,03:45,27.68,86.22,4.1,NSC,Dolakha
2072-4-10,2015-07-26,10:03,04:18,27.85,85.75,4,NSC,Sindupalchok
2072-4-9,2015-07-25,20:04,14:19,27.66,86,4.5,NSC,Dolakha
2072-4-10,2015-07-25,00:05,18:20,27.61,86.28,4.3,NSC,Dolakha
2072-4-6,2015-07-22,22:14,16:29,27.7,85.32,4.6,NSC/RSC,Kathmandu
2072-4-5,2015-07-21,08:09,02:24,27.86,86.39,4.3,NSC,Dolakha
2072-4-2,2015-07-17,05:09,23:24,28.18,84.74,4,NSC,Gorkha
2072-3-31,2015-07-15,08:14,02:29,29.8,80.73,4.1,RSC,Darchula
2072-3-28,2015-07-13,17:39,11:54,27.63,86.09,4.2,NSC,Dolakha
2072-3-28,2015-07-13,16:01,10:16,28.06,85.34,4,NSC,Rasuwa
2072-3-27,2015-07-11,02:28,20:43,27.8,86.23,4.4,NSC,Dolakha
2072-3-24,2015-07-09,17:59,12:14,27.89,85.73,4.4,NSC,Sindupalchok
2072-3-23,2015-07-08,10:19,04:34,27.6,86.23,4.1,NSC,Dolakha
2072-3-23,2015-07-08,09:55,04:10,27.92,85.68,4.2,NSC,Sindhupalchok
2072-3-23,2015-07-07,15:16,09:31,29.69,81.74,4.6,RSC,Bajura
2072-3-23,2015-07-07,21:06,15:21,28.48,83.13,4.2,NSC/RSC,Baglung
2072-3-21,2015-07-06,21:14,15:29,27.96,85.75,4.4,NSC,Sindhupalchok
2072-3-21,2015-07-06,10:48,05:03,27.69,86.2,4.3,NSC,Dolakha
2072-3-20,2015-07-05,10:07,04:22,27.67,86.2,4.2,NSC,Dolakha
2072-3-21,2015-07-05,01:27,19:42,27.86,85.87,4.4,NSC,Sindupalchok
2072-3-20,2015-07-04,01:49,20:04,27.73,85,4.6,NSC,Dhading
2072-3-18,2015-07-02,05:26,23:41,27.67,85.54,4.1,NSC,Kavre
2072-3-17,2015-07-02,07:41,01:56,27.97,85.62,5,NSC,Sindhupalchowk
2072-3-16,2015-07-01,15:24,09:39,28.06,85.14,4,NSC,Nuwakot
2072-3-16,2015-07-01,09:12,03:27,27.71,86.12,4,NSC,Dolakha
2072-3-17,2015-07-01,03:33,21:48,27.8,85.74,4,NSC,Sindhupalchowk
2072-3-16,2015-06-30,03:31,21:46,27.55,85.79,4.4,NSC,Kavre
2072-3-15,2015-06-29,05:42,23:57,27.35,86.2,5,NSC,Ramechhap
2072-3-14,2015-06-29,23:27,17:42,27.92,85.68,4.1,NSC,Sindhupalchowk
2072-3-14,2015-06-29,23:34,17:49,27.93,85.64,4,NSC,Sindhupalchowk
2072-3-13,2015-06-28,22:01,16:16,27.92,85.66,4.3,NSC,Sindhupalchok
2072-3-11,2015-06-26,14:45,09:00,27.58,85.39,4.1,NSC,Lalitpur
2072-3-11,2015-06-26,18:02,12:17,27.74,86.28,4.2,NSC,Dolakha
2072-3-10,2015-06-25,23:51,18:06,27.94,85.49,4.2,NSC,Sindhupalchok
2072-3-10,2015-06-25,23:49,18:04,27.66,86.21,4.1,NSC,Dolakha
2072-3-10,2015-06-25,21:07,15:22,27.78,85.17,4.3,NSC,Nuwakot
2072-3-9,2015-06-24,14:59,09:14,27.85,85.75,4,NSC,Sindhupalchowk
2072-3-7,2015-06-22,13:19,07:34,27.67,86.17,4,NSC,Dolakha
2072-3-6,2015-06-21,19:26,13:41,27.8,86,4.3,NSC,Sindupalchok
2072-3-5,2015-06-20,18:08,12:23,28.65,82.76,5.4,NSC,Rukum
2072-3-6,2015-06-20,02:40,20:55,28.17,84.94,4.2,NSC,Gorkha
2072-3-5,2015-06-19,01:50,20:05,28.26,84.92,4,NSC,Gorkha
2072-3-3,2015-06-18,08:24,02:39,28.14,85.11,4.1,NSC,Dhading
2072-3-2,2015-06-17,08:00,02:15,28.27,85.94,5.1,NSC,Tibet
2072-3-2,2015-06-17,06:26,00:41,27.9,85.58,4,NSC,Sindhupalchok
2072-3-2,2015-06-17,06:14,00:29,27.91,85.59,5.2,NSC,Sindhupalchok
2072-3-2,2015-06-17,05:58,00:13,27.68,85.28,4.4,NSC,Kathmandu
2072-3-1,2015-06-16,21:56,16:11,27.7,86.16,4.1,NSC,Dolakha
2072-2-32,2015-06-15,15:52,10:07,27.87,85.72,4.1,NSC,Sindhupalchowk
2072-2-31,2015-06-14,05:59,00:14,27.8,85.15,4.2,NSC,Nuwakot
2072-2-31,2015-06-14,15:01,09:16,27.74,86.26,4.1,NSC,Dolakha
2072-2-30,2015-06-13,07:03,01:18,27.73,86.16,5.2,NSC,Dolakha
2072-2-29,2015-06-12,10:19,04:34,27.67,86.09,4.4,NSC,Dolakha
2072-2-30,2015-06-12,01:22,19:37,28.21,84.81,4.6,NSC,Gorkha
2072-2-28,2015-06-11,21:57,16:12,27.96,85.73,5.3,NSC,Sindhupalchowk
2072-2-28,2015-06-11,10:02,04:17,27.8,85.78,4.6,NSC,Sindhupalchowk
2072-2-29,2015-06-11,00:26,18:41,27.67,86.07,4,NSC,Dolakha
2072-2-28,2015-06-10,02:50,21:05,27.87,85.81,4.1,NSC,Sindhupalchowk
2072-2-27,2015-06-10,13:36,07:51,27.8,85.61,4.3,NSC,Sindhupalchowk
2072-2-27,2015-06-10,14:51,09:06,27.62,86.1,4.2,NSC,Dolakha
2072-2-24,2015-06-07,22:35,16:50,27.87,86.13,4.1,NSC,Dolakha
2072-2-24,2015-06-07,11:02,05:17,27.9,85.64,4.6,NSC,Sindhupalchowk
2072-2-23,2015-06-06,22:45,17:00,27.58,86.18,4,NSC,Dolakha
2072-2-24,2015-06-06,02:33,20:48,28.26,85.86,4.2,NSC,Tibet
2072-2-22,2015-06-05,10:02,04:17,27.79,85.78,4.1,NSC,Sindhupalchowk
2072-2-22,2015-06-05,14:16,08:31,27.7,85.22,4,NSC,Kathmandu
2072-2-21,2015-06-04,16:15,10:30,27.76,86.2,4,NSC,Dolakha
2072-2-20,2015-06-03,17:38,11:53,27.7,86.26,4.5,NSC,Dolakha
2072-2-20,2015-06-03,14:39,08:54,27.76,86.07,4.2,NSC,Dolakha
2072-2-20,2015-06-03,13:37,07:52,27.79,85.87,4.5,NSC,Sindhupalchowk
2072-2-21,2015-06-03,02:45,21:00,27.84,85.78,4.1,NSC,Sindhupalchowk
2072-2-19,2015-06-02,10:48,05:03,27.78,86.2,4,NSC,Dolakha
2072-2-20,2015-06-02,02:18,20:33,30,81.75,4.7,NSC/RSC,Humla
2072-2-19,2015-06-01,04:35,22:50,27.98,85.51,4,NSC,Sindhupalchowk
2072-2-18,2015-05-31,19:39,13:54,28.29,84.46,4.2,NSC,Lamjung
2070-7-18,2013-11-03,12:32,06:47,29.56,81.68,4.3,NSC,Bajura
2070-7-12,2013-10-28,07:22,01:37,27.36,87.37,4.3,NSC,Sankhuwasava
2070-6-28,2013-10-13,03:28,21:43,30.08,81.74,4.5,NSC,Humla
2070-6-18,2013-10-03,11:57,06:12,27.14,88.51,5.7,N/A,Sikkim
2070-6-7,2013-09-22,20:20,14:35,30.25,81.55,4.4,NSC,Humla
2070-5-28,2013-09-12,10:14,04:29,26.96,87.34,4.5,NSC,Dhankuta
2072-2-16,2015-05-30,03:58,22:13,27.79,85.17,4.5,NSC,Nuwakot
2072-2-17,2015-05-30,02:20,20:35,28.01,85.19,4,NSC,Rasuwa
2072-2-17,2015-05-30,07:37,01:52,27.75,85.21,4,NSC,Dhading
2072-2-15,2015-05-29,06:22,00:37,27.82,86.34,4.2,NSC,Dolakha
2072-2-16,2015-05-29,11:05,05:20,28.07,84.94,4.2,NSC,Dhading
2072-2-16,2015-05-29,14:15,08:30,28.17,84.72,4,NSC,Gorkha
2072-2-15,2015-05-29,18:15,12:30,28.01,84.84,4.8,NSC,Dhading
2072-2-16,2015-05-29,21:29,15:44,28,84.98,5.2,NSC,Dhading
2070-5-15,2013-08-30,23:33,17:48,28.43,86.03,6,N/A,Tibet
2070-3-14,2013-06-28,17:25,11:40,28.76,82.4,5.5,NSC/RSC,Rukum
2070-3-14,2013-06-27,12:05,06:20,30.05,80.8,4.4,NSC/RSC,Darchula
2070-3-12,2013-06-26,04:07,22:22,26.85,85.96,4.4,NSC/RSC,Dhanusha
2070-2-27,2013-06-09,21:56,16:11,27.31,86.7,4.2,NSC,Northern Khotang
2070-2-18,2013-05-31,11:49,06:04,29.74,81.6,4.5,NSC/RSC,Northern Bajura
2070-2-13,2013-05-26,23:23,17:38,27.72,85.91,4.2,NSC,Sindhupalchok
2072-2-15,2015-05-28,08:52,03:07,27.99,84.79,4,NSC,Dhading
2072-2-15,2015-05-28,09:25,03:40,27.95,84.8,4,NSC,Dhading
2072-2-15,2015-05-28,10:57,05:12,27.64,85.31,4,NSC,Kathmandu
2072-2-15,2015-05-28,11:14,05:29,27.77,86.25,4.2,NSC,Dolakha
2072-2-14,2015-05-28,17:21,11:36,27.59,86.19,4.2,NSC,Dolakha
2072-2-14,2015-05-28,17:59,12:14,27.59,86.16,4.1,NSC,Dolakha
2070-2-1,2013-05-14,15:44,09:59,29.65,81.98,4.5,NSC/RSC,Western Mugu
2070-2-1,2013-05-14,09:03,03:18,29.68,82,4.4,NSC,Mugu
2070-2-1,2013-05-14,08:58,03:13,29.56,82,4.3,NSC,Mugu
2070-1-16,2013-04-28,00:13,18:28,29.87,81.26,4.9,NSC,Northern Bajhang
2069-12-4,2013-03-17,17:44,11:59,26.74,86.08,4.2,NSC,Dhanusha
2069-11-24,2013-03-06,22:34,16:49,28.57,82.27,5.4,NSC,Rukum
2069-11-12,2013-02-22,08:26,02:41,28.39,83.18,4.1,NSC,Baglung
2069-10-26,2013-02-07,06:53,01:08,29.42,81.05,4,NSC,Bajhang
2072-2-14,2015-05-28,04:01,22:16,27.94,85.54,4,NSC,Sindhupalchowk
2072-2-13,2015-05-27,17:48,12:03,27.59,86.2,4.2,NSC,Dolakha
2072-2-14,2015-05-27,19:00,13:15,27.91,85.53,4.5,NSC,Sindhupalchowk
2072-2-14,2015-05-27,19:01,13:16,27.89,85.53,4.6,NSC,Sindhupalchowk
2072-2-13,2015-05-27,04:14,22:29,28.04,85.13,4.2,NSC,Nuwakot
2072-2-12,2015-05-26,04:37,22:52,28.02,85.26,5,NSC,Rasuwa
2072-2-13,2015-05-26,01:45,20:00,27.54,85.43,4.3,NSC,Lalitpur
2072-2-13,2015-05-26,00:24,18:39,27.71,86.05,4.1,NSC,Dolakha
2069-10-6,2013-01-18,02:44,20:59,29.48,81.26,4.5,NSC,Bajhang
2069-10-1,2013-01-13,23:20,17:35,26.84,86.22,4,NSC,Siraha
2069-9-26,2013-01-09,13:29,07:44,29.82,81.7,5.5,NSC/RSC,Northern part of Bajura
2069-9-19,2013-01-02,23:27,17:42,29.41,81,4.7,NSC/RSC,Bajhang and Doti border
2072-2-13,2015-05-26,19:56,14:11,27.84,86.24,4.3,NSC,Dolakha
2072-2-13,2015-05-26,23:33,17:48,27.63,86.3,4.1,NSC,Dolakha
2072-2-12,2015-05-25,09:08,03:23,28.01,84.68,5,NSC,Gorkha
2072-2-11,2015-05-25,16:45,11:00,27.71,86.07,4.1,NSC,Dolakha
2072-2-11,2015-05-25,04:01,22:16,27.74,86.19,4.4,NSC,Dolakha
2072-2-11,2015-05-24,12:51,07:06,27.67,86.18,4.2,NSC,Dolakha
2072-2-10,2015-05-24,16:23,10:38,27.76,86.28,4.4,NSC,Dolakha
2072-2-10,2015-05-24,17:31,11:46,27.84,86,4.2,NSC,Sindhupalchowk
2072-2-10,2015-05-24,18:40,12:55,27.8,86.29,4.4,NSC,Dolakha
2072-2-10,2015-05-24,05:00,23:15,27.76,86.26,4.3,NSC,Dolakha
2072-2-9,2015-05-23,04:11,22:26,27.9,85.51,4.4,NSC,Sindhupalchok
2072-2-10,2015-05-23,18:59,13:14,27.74,86.2,4.2,NSC,Dolakha
2072-2-9,2015-05-22,20:30,14:45,27.79,85.14,4.2,NSC,Nuwakot
2072-2-9,2015-05-22,22:29,16:44,28.05,85.08,4.8,NSC,Nuwakot
2072-2-9,2015-05-22,23:15,17:30,27.63,86.25,4.1,NSC,Dolakha
2072-2-9,2015-05-22,00:34,18:49,27.78,85.93,4,NSC,Sindhupalchowk
2072-2-9,2015-05-22,02:29,20:44,27.69,86.16,4.1,NSC,Dolakha
2072-2-9,2015-05-22,00:52,19:07,30.31,81.47,4.8,NSC,Humla
2072-2-8,2015-05-21,01:15,19:30,28.02,84.98,4,NSC,Dhading
2072-2-8,2015-05-21,20:41,14:56,27.93,85.46,4,NSC,Nuwakot
2072-2-8,2015-05-21,19:56,14:11,27.85,86.32,4.2,NSC,Dolakha
2072-2-6,2015-05-20,16:55,11:10,27.84,86.33,4.2,NSC,Dolakha
2072-2-7,2015-05-20,20:32,14:47,27.52,85.26,4.4,NSC,Lalitput
2072-2-6,2015-05-19,22:29,16:44,27.92,86.04,4.2,NSC,Sindhupalchowk
2072-2-5,2015-05-19,17:14,11:29,27.9,85.99,4,NSC,Sindhupalchowk
2072-2-6,2015-05-19,10:19,04:34,27.66,86.03,4.3,NSC,Dolakha
2072-2-4,2015-05-18,17:09,11:24,27.69,86.26,4,NSC,Dolakha
2072-2-5,2015-05-18,00:12,18:27,28.11,84.88,4.1,NSC,Dhading
2072-2-5,2015-05-18,14:56,09:11,27.71,86.07,4.2,NSC,Dolakha
2072-2-4,2015-05-17,10:45,05:00,27.73,86.06,4.4,NSC,Dolakha
2072-2-3,2015-05-17,17:15,11:30,27.48,85.87,4.6,NSC,Ramechhap
2072-2-4,2015-05-17,02:25,20:40,27.84,86.24,4.4,NSC,Dolakha
2072-2-3,2015-05-16,08:00,02:15,28.07,84.7,4,NSC,Gorkha
2072-2-3,2015-05-16,10:13,04:28,27.65,86.12,4.1,NSC,Dolakha
2072-2-3,2015-05-16,10:23,04:38,27.66,86.09,4.1,NSC,Dolakha
2072-2-3,2015-05-16,11:56,06:11,27.97,85.48,4,NSC,Nuwakot
2072-2-3,2015-05-16,12:16,06:31,28.13,84.89,4,NSC,Gorkha
2072-2-3,2015-05-16,15:09,09:24,27.7,85.85,4.2,NSC,Sindhupalchowk
2072-2-3,2015-05-16,15:20,09:35,27.45,85.31,4.2,NSC,Lalitpur
2072-2-3,2015-05-16,23:04,17:19,27.6,86.26,5.5,NSC,Dolakha
2072-2-3,2015-05-16,02:29,20:44,27.64,86.14,4.3,NSC,Dolakha
2072-2-2,2015-05-15,09:23,03:38,27.63,86.25,4.1,NSC,Dolakha
2072-2-2,2015-05-15,09:51,04:06,27.69,86.08,4.3,NSC,Dolakha
2072-2-2,2015-05-15,13:12,07:27,27.93,84.84,5.5,NSC,Dhading
2072-2-1,2015-05-15,16:36,10:51,27.92,84.84,4,NSC,Dhading
2072-2-2,2015-05-15,20:54,15:09,27.61,86.2,4.5,NSC,Dolakha
2072-2-1,2015-05-15,04:43,22:58,27.74,86.17,4,NSC,Dolakha
2072-2-1,2015-05-14,09:08,03:23,27.67,86.08,5,NSC,Dolakha
2072-2-1,2015-05-14,14:37,08:52,27.8,85.82,4,NSC,Sindupalchok
2072-2-1,2015-05-14,14:51,09:06,27.83,86.15,4.5,NSC,Dolakha
2072-2-1,2015-05-14,21:05,15:20,27.62,86.09,4.2,NSC,Dolakha
2072-2-1,2015-05-14,01:28,19:43,27.75,86.14,4,NSC,Dolakha
2072-2-1,2015-05-14,02:06,20:21,28.06,85.35,4.5,NSC,Rasuwa
2072-2-1,2015-05-14,02:35,20:50,27.71,86.04,4,NSC,Dolakha
2072-2-1,2015-05-14,03:25,21:40,27.84,85.84,4,NSC,Sindhupalchowk
2072-2-1,2015-05-14,08:58,03:13,27.66,86.07,4.1,NSC,Dolakha
2072-1-31,2015-05-14,06:01,00:16,27.92,86.31,4.3,NSC,Dolakha
2072-1-31,2015-05-13,03:21,21:36,27.7,86.15,4.1,NSC,Dolakha
2072-1-31,2015-05-13,07:52,02:07,27.68,85.3,4.2,NSC,Kathmandu
2072-1-31,2015-05-13,08:55,03:10,27.91,84.82,5.9,NSC,Dhading
2072-1-31,2015-05-13,10:23,04:38,27.82,86.47,4.3,NSC,Dolakha
2072-1-31,2015-05-13,13:53,08:08,27.65,86.18,4.4,NSC,Dolakha
2072-1-31,2015-05-13,14:13,08:28,27.75,86.25,4.4,NSC,Dolakha
2072-1-30,2015-05-13,16:18,10:33,27.79,86.19,4.6,NSC,Dolakha
2072-1-30,2015-05-13,17:56,12:11,27.69,86.11,4.7,NSC,Sindhupalchok
2072-1-30,2015-05-13,18:07,12:22,27.79,86.07,4.8,NSC,Dolakha
