Date (B.S.),Date (A.D.),Local Time,UTC Time,Latitude,Longitude,Magnitude,Remarks,Epicenter
2076-1-11,2019-04-24,06:40,00:55,27.70,85.14,4.3,NSC,Dhading
2076-1-11,2019-04-24,06:29,00:44,27.69,85.17,5.2,NSC,Dhading
2076-1-3,2019-04-16,12:35,06:50,28.00,84.76,4.5,NSC,Gorkha
2076-1-2,2019-04-14,04:27,22:42,29.49,81.24,4.8,RSC/NSC,Bajhang
2075-12-30,2019-04-13,10:25,04:40,28.03,85.38,4.6,NSC,Rasuwa
2075-12-26,2019-04-09,13:05,07:20,27.76,86.27,4.2,NSC,Dolakha
2075-12-18,2019-04-01,20:47,15:02,28.98,81.69,4.1,RSC/NSC,Dailekh
2075-12-4,2019-03-18,09:01,03:16,27.63,85.16,4.1,NSC,Makawanpur
2075-11-14,2019-02-26,16:20,10:35,27.84,85.95,4.1,NSC,Sindhupalchok
2075-11-14,2019-02-26,16:15,10:30,27.66,86.00,4.4,NSC,Dolakha
2075-11-4,2019-02-16,20:34,14:49,27.68,85.27,4.0,NSC,Kathmandu
2075-11-2,2019-02-14,17:11,11:26,27.81,88.18,4.6,NSC,Taplejung
2075-10-8,2019-01-22,22:30,16:45,27.09,86.96,4.5,NSC,Bhojpur
2069-9-8,2012-12-22,11:50,06:05,28.27,82.84,4.5,NSC,Rolpa and Pyuthan border
2069-8-20,2012-12-04,08:46,03:01,28.88,82.34,4,NSC,North East Jajarkot
2069-7-27,2012-11-12,18:27,12:42,29.55,81.31,4.5,NSC,Bajhang
2075-9-26,2019-01-10,11:34,05:49,27.60,86.31,4.5,NSC,Ramechhap
2069-7-27,2012-11-11,00:24,18:39,29.51,81.13,5.6,NSC/RSC,Southern Bajhang
2069-7-7,2012-10-22,12:41,06:56,27.95,87.86,4.5,NSC,Around Kanchanjunga
2069-6-2,2012-09-17,15:30,09:45,28.59,82.41,4.4,NSC/RSC,Southern Rukum
2069-5-15,2012-08-30,19:56,14:11,28.61,82.43,4.5,NSC/RSC,Southern Rukum
2069-5-14,2012-08-29,01:39,19:54,28.4,82.79,4.3,NSC/RSC,Northern Rolpa
2069-5-13,2012-08-28,14:16,08:31,28.73,81.81,4.4,NSC/RSC,Southeastern Dailekh 
2069-5-8,2012-08-24,06:02,00:17,28.38,82.66,4.4,NSC/RSC,Rolpa
2069-5-9,2012-08-24,09:40,03:55,28.42,82.75,5.2,NSC/RSC,Rolpa-Rukum border region
2069-5-8,2012-08-23,22:27,16:42,28.39,82.73,4.4,NSC/RSC,Rolpa
2069-5-8,2012-08-23,22:15,16:30,28.38,82.84,5.6,NSC/RSC,Rolpa - Rukum border region
2069-4-23,2012-08-06,07:38,01:53,27.77,88.13,4.2,NSC,Northern Taplejung
2069-4-16,2012-07-31,17:50,12:05,28.55,82.37,4.2,NSC/RSC,Southern Rukum
2069-4-16,2012-07-31,17:43,11:58,28.53,82.42,4.8,NSC/RSC,Southern Rukum
2069-4-16,2012-07-31,17:35,11:50,28.58,82.48,5,NSC/RSC,Southern Rukum
2069-4-14,2012-07-28,11:33,05:48,30.12,80.54,5,NSC/RSC,India (close to Darchula)
2069-3-28,2012-07-11,23:08,17:23,29.43,81.03,4.9,NSC,Southern Bajhang
2069-3-18,2012-07-01,13:39,07:54,27.27,88.05,4,NSC,Panchthar - Sikkim border
2052-6-18,1995-10-04,11:15,05:30,28.27,84.44,4.7,NSC,Lamjung
2052-4-23,1995-08-07,11:00,05:15,25.75,86.24,4.5,NSC,India
2052-4-23,1995-08-07,11:00,05:15,29.88,81.63,5,RSC,Bajura
2052-4-19,1995-08-03,11:00,05:15,30.04,81.54,4.8,RSC,Humla
2069-3-2,2012-06-15,22:00,16:15,28.99,81.58,4.2,NSC,Dailekh
2069-2-30,2012-06-11,10:20,04:35,27.25,88,4.5,NSC,Panchthar - Sikkim border
2069-2-28,2012-06-09,13:39,07:54,28.32,84.17,5.1,NSC,Kaski
2069-2-18,2012-05-30,15:19,09:34,27.31,87.88,4.2,NSC,Taplejung
2069-1-5,2012-04-17,04:58,23:13,28.5,82.06,4.2,NSC/RSC,Salyan
2068-12-30,2012-04-11,08:37,02:52,29.55,81.24,4.3,NSC/RSC,Bajhang
2052-3-8,1995-06-21,11:00,05:15,21.81,85.27,6,NSC,India
2052-2-29,1995-06-11,11:00,05:15,27.22,87.95,4.2,NSC,Taplejung
2052-1-5,1995-04-17,11:00,05:15,29.51,81.71,4.7,RSC,Bajura
2051-11-7,1995-02-18,11:00,05:15,27.74,85.88,4.6,NSC,Kavrepalanchowk
2051-10-17,1995-01-30,11:00,05:15,29.32,82.19,4.3,RSC,Jumla
2051-10-17,1995-01-30,11:00,05:15,29.38,82.3,4.2,RSC,Jumla
2051-10-16,1995-01-29,11:00,05:15,26.85,86.11,4.5,NSC,Dhanusa
2068-12-14,2012-03-27,05:25,23:40,26.12,87.87,5.2,NSC,Jhapa-India Border Region
2068-12-7,2012-03-19,02:21,20:36,28.7,82.02,4.7,N/A,Karkigaun-Jajarkot
2068-11-14,2012-02-26,04:41,22:56,29.71,81.02,4.4,NSC,Bajhang-Darchula border
2068-11-14,2012-02-26,04:53,23:08,29.86,81.05,4.9,NSC,Bajhang-Darchula border
2068-11-3,2012-02-14,19:33,13:48,27.33,88.03,4.4,NSC,Taplejung
2068-11-3,2012-02-14,19:26,13:41,27.38,88.11,4.5,NSC,Taplejung-Sikkim Border
2068-10-23,2012-02-05,01:51,20:06,27.25,88.07,4,N/A,Panchthar
2068-10-11,2012-01-24,09:52,04:07,26.84,86.43,4,NSC,Siraha
2051-10-6,1995-01-19,11:00,05:15,28.35,83.44,4.3,NSC,Magdi
2068-10-5,2012-01-19,06:31,00:46,29.73,81.91,4.6,NSC,Humla
2068-10-4,2012-01-18,17:01,11:16,26.63,86.4,4.5,NSC,Siraha
2068-9-28,2012-01-11,14:44,08:59,28.89,81.89,4.2,NSC,Dailekh
2055-8-11,1998-11-26,11:00,05:15,27.859,87.814,5.4,NSC,Taplejung
2055-6-31,1998-10-16,11:00,05:15,28.077,85.66,4.9,NSC,Sindhupalchowk
2055-5-26,1998-09-10,11:00,05:15,27.444,88.33,5,NSC,Taplejung
2055-5-22,1998-09-06,11:00,05:15,27.797,87.015,4.7,NSC,Solukhumbu
2055-5-19,1998-09-03,11:00,05:15,27.873,86.964,5.6,NSC,Solukhumbu
2055-3-32,1998-07-15,11:00,05:15,29.551,81.247,5.1,NSC,Bajhang
2055-3-14,1998-06-27,11:00,05:15,27.866,85.812,5,NSC,Sankhuwasabha
2055-2-3,1998-05-16,11:00,05:15,26.76,84.817,4.8,NSC,Parsa
2055-1-28,1998-05-10,11:00,05:15,29.41,82.38,4.7,RSC,Jumla
2054-11-17,1998-02-28,11:00,05:15,27.15,87.86,5,NSC,Panchthar
2054-11-11,1998-02-22,11:00,05:15,28.72,85.52,5.5,NSC,Tibet
2054-11-1,1998-02-12,11:00,05:15,27.59,88.19,4.6,NSC,Taplejung
2056-8-26,1999-12-11,11:00,05:15,30.159,81.563,4.6,NSC,Humla
2056-6-4,1999-09-20,11:00,05:15,27.38,87.897,4.5,NSC,Taplejung 	
2056-5-10,1999-08-25,11:00,05:15,28.157,84.742,4.5,NSC,Gorkha
2056-4-26,1999-08-10,11:00,05:15,27.795,86.208,5.7,NSC,Dolakha
2055-12-25,1999-04-07,11:00,05:15,29.596,81.226,4.4,RSC,Bajhang
2055-12-15,1999-03-28,11:00,05:15,30.498,79.257,6.5,RSC,Chamauli/India
2055-12-6,1999-03-19,11:00,05:15,27.934,85.834,4.8,NSC,Sindhupalchowk
2055-11-8,1999-02-19,11:00,05:15,29.867,80.618,4.6,RSC,Darchula
2055-10-29,1999-02-11,11:00,05:15,28.61,83.348,4.7,NSC,Myagdi
2054-8-24,1997-12-08,11:00,05:15,27.19,86.85,5,NSC,Khotang
2054-8-13,1997-11-27,11:00,05:15,27.74,87,5.5,NSC,Solukhumbu
2054-8-12,1997-11-26,11:00,05:15,27.75,86,4.3,NSC,Dolakha
2054-7-9,1997-10-24,11:00,05:15,28.66,82.54,5.2,RSC,Rukum
2054-6-26,1997-10-11,11:00,05:15,27.65,86.41,4.8,NSC,Ramechhap
2054-2-16,1997-05-28,11:00,05:15,28.68,82.58,4.5,RSC,Rukum
2054-2-9,1997-05-21,11:00,05:15,23.71,80.47,6,NSC,India
2053-12-26,1997-04-07,11:00,05:15,27.5,87.746,4.6,NSC,Solukhumbu
2053-12-12,1997-03-24,11:00,05:15,28.06,85.28,5,NSC,Rasuwa
2053-11-8,1997-02-18,11:00,05:15,29.52,81.33,4.4,RSC,Bajhang
2053-10-29,1997-02-10,11:00,05:15,28.12,85.33,4.2,NSC,Rasuwa
2053-10-22,1997-02-03,11:00,05:15,28.09,85.29,4.7,NSC,Rasuwa
2053-10-22,1997-02-03,11:00,05:15,28.02,85.33,5,NSC,Rasuwa
2053-10-20,1997-02-01,11:00,05:15,28,85.303,4.7,NSC,Rasuwa
2053-10-19,1997-01-31,11:00,05:15,28.078,85.286,5.8,NSC,Rasuwa
2053-10-19,1997-01-31,11:00,05:15,28.015,85.301,5,NSC,Rasuwa
2053-9-22,1997-01-05,11:00,05:15,29.785,80.588,5.6,RSC,Darchula
2053-9-18,1997-01-01,11:00,05:15,27.005,86.561,4.5,NSC,Udayapur
2068-9-16,2011-12-30,07:55,02:10,29.62,81.53,4,NSC,Bajura
2068-9-4,2011-12-18,03:20,21:35,27.73,88.16,4.6,NSC,Taplejung
2068-8-29,2011-12-14,02:05,20:20,27.72,88.09,4.9,NSC,Taplejung
2068-8-23,2011-12-09,04:42,22:57,27.83,88.13,4.2,NSC,Taplejung
2068-8-23,2011-12-08,23:25,17:40,27.97,82.86,4,NSC,Pyuthan
2068-8-17,2011-12-02,11:00,05:15,28.05,85.34,4.2,NSC,Rasuwa
2068-8-8,2011-11-23,11:00,05:15,28.91,81.68,4.2,NSC,Dailekh
2068-8-4,2011-11-19,11:00,05:15,27.7,86.1,4.1,NSC,Dolakha
2068-7-28,2011-11-13,11:00,05:15,28.2,84.93,5,NSC,Gorkha
2068-7-23,2011-11-08,11:00,05:15,27.94,85.55,4.1,NSC,Sindhupalchowk
2068-7-19,2011-11-04,11:00,05:15,28.34,83.66,4,NSC,Parbat
2068-6-16,2011-10-02,11:00,05:15,29.55,81.68,4.2,NSC,Bajura
2068-6-15,2011-10-01,11:00,05:15,30.16,81.81,4.7,NSC,Humla
2068-6-2,2011-09-18,11:00,05:15,27.78,88.32,6.8,NSC,Taplejung-Sikkim Border
2068-5-11,2011-08-27,11:00,05:15,26.94,86.6,5,NSC,Udayapur
2068-5-9,2011-08-25,11:00,05:15,28.15,82.53,4.4,NSC,Rolpa
2068-5-6,2011-08-22,11:00,05:15,28.29,83.96,4,NSC,Kaski
2068-5-3,2011-08-19,11:00,05:15,29.7,81.34,4.9,NSC,Bajhang
2068-5-2,2011-08-18,11:00,05:15,28.21,84.31,4,NSC,Lamjung
2068-4-31,2011-08-15,11:00,05:15,27.44,86.27,5,NSC,Ramechhap
2068-4-25,2011-08-09,11:00,05:15,29.9,81.31,4.3,NSC,Bajhang
2068-4-18,2011-08-02,11:00,05:15,27.35,86.35,4,NSC,Khotang
2068-4-14,2011-07-29,11:00,05:15,27.19,86.76,4.2,NSC,Khotang
2068-3-32,2011-07-15,11:00,05:15,27.28,87.3,4.5,NSC,Sankhuwasabha
2068-3-5,2011-06-18,11:00,05:15,27.83,87.35,4.3,NSC,Sankhuwasabha
2068-3-4,2011-06-17,11:00,05:15,30.24,81.48,4.2,NSC,Humla
2068-2-29,2011-06-11,11:00,05:15,28.4,82.55,4.1,NSC,Rolpa
2068-2-29,2011-06-11,11:00,05:15,28.41,82.66,4.2,NSC,Rolpa
2068-2-21,2011-06-03,11:00,05:15,27.6,88.03,5.2,NSC,Taplejung
2067-12-25,2011-04-07,11:00,05:15,27.93,85.61,4.1,NSC,Sindhupalchowk
2067-12-23,2011-04-05,11:00,05:15,29.74,80.37,4.1,NSC,Darchula
2067-12-22,2011-04-04,11:00,05:15,29.92,80.54,5.7,NSC,Darchula
2067-12-22,2011-04-04,11:00,05:15,30,80.81,4.1,NSC,Darchula
2067-12-9,2011-03-22,11:00,05:15,28.11,82.74,4.2,NSC,Pyuthan
2067-12-9,2011-03-22,11:00,05:15,28.35,83.96,4,NSC,Kaski
2067-11-29,2011-03-12,11:00,05:15,28.31,83.78,4.4,NSC,Kaski
2067-11-28,2011-03-11,11:00,05:15,28.31,83.8,4.3,NSC,Kaski
2067-11-27,2011-03-10,11:00,05:15,28.02,85.24,4.3,NSC,Rasuwa
2067-11-11,2011-02-22,11:00,05:15,27.57,87.01,4.2,NSC,Sankhuwasabha
2067-11-2,2011-02-13,11:00,05:15,27.47,87.01,4.7,NSC,Bhojpur-Sankhuwasabha border
2067-10-5,2011-01-18,11:00,05:15,27.8,85.94,4.3,NSC,Sindhupalchowk
2067-10-5,2011-01-18,11:00,05:15,30.03,81.97,4.1,NSC,Humla
2057-9-17,2000-12-31,11:00,05:15,27.84,87.71,4.1,NSC,Taplejung
2057-5-18,2000-09-02,11:00,05:15,28.071,85.334,4.5,NSC,Nuwakot
2057-2-21,2000-06-02,11:00,05:15,28.07,83.29,4.2,NSC,Arghanchi
2056-12-5,2000-03-17,11:00,05:15,27.76,87.55,4.2,NSC,Sankhuwasabha
2056-12-1,2000-03-13,11:00,05:15,29.77,81.41,4.2,NSC,Bajhang
2056-12-1,2000-03-13,11:00,05:15,27.99,87.42,5,NSC,Taplejung
2056-12-1,2000-03-13,11:00,05:15,27.73,87.71,5.1,NSC,Sankhuwasabha
2056-11-15,2000-02-26,11:00,05:15,28.617,82.314,5.1,NSC,Jajarkot
2056-10-12,2000-01-25,11:00,05:15,27.378,88.059,4.6,NSC,Taplejung
2056-10-7,2000-01-20,11:00,05:15,27.928,86.06,4.8,NSC,Sindhupalchowk
2058-9-5,2001-12-19,11:00,05:15,23.83,89.88,4.8,NSC,Bangaladesh
2058-9-4,2001-12-18,11:00,05:15,29.58,81.8,4.8,RSC,Mugu
2058-8-14,2001-11-28,11:00,05:15,29.59,81.77,4.5,RSC,Mugu
2058-8-13,2001-11-27,11:00,05:15,29.52,81.99,5.2,RSC,Mugu
2058-8-13,2001-11-27,11:00,05:15,29.63,81.79,5.7,RSC,Mugu
2058-8-13,2001-11-27,11:00,05:15,29.53,81.81,5.8,RSC,Mugu
2058-7-12,2001-10-27,11:00,05:15,29.56,81.46,4.7,RSC,Humla
2058-6-12,2001-09-27,11:00,05:15,26.98,87.78,4.8,NSC,Udayapur
2058-5-29,2001-09-13,11:00,05:15,29.821,80.644,5,NSC,Darchula
2058-4-2,2001-07-16,11:00,05:15,28.29,84.27,4.8,NSC,Lamjung
2058-4-2,2001-07-16,11:00,05:15,27.97,84.68,5.9,NSC,Gorkha
2058-3-28,2001-07-11,11:00,05:15,29.507,81.394,4.3,NSC,Bajhang
2058-1-3,2001-04-15,11:00,05:15,29.458,81.4,4.4,RSC,Bajura
2060-9-5,2003-12-19,11:00,05:15,27.06,87.97,4.2,NSC,Illam
2060-8-26,2003-12-11,11:00,05:15,29.85,80.54,4.1,NSC,Darchula
2060-8-20,2003-12-05,11:00,05:15,28.4,83.93,4,NSC,Kaski
2060-8-8,2003-11-23,11:00,05:15,28.41,83.97,3.6,NSC,Kaski
2060-8-8,2003-11-23,11:00,05:15,28.45,83.94,4.5,NSC,Kaski
2060-8-8,2003-11-23,11:00,05:15,28.3,83.88,4.4,NSC,Kaski
2057-12-23,2001-04-04,11:00,05:15,27.806,86.171,4.8,NSC,Dolakha
2057-10-14,2001-01-26,11:00,05:15,24.173,69.853,7,NSC,Bhuj/India
2059-8-5,2002-11-20,11:00,05:15,29.61,81.56,4.4,RSC,Bajura
2059-6-26,2002-10-11,11:00,05:15,28.28,83.94,4,NSC,Kaski
2059-6-24,2002-10-09,11:00,05:15,28.18,83.9,4.1,NSC,Kaski
2060-8-7,2003-11-22,11:00,05:15,28.47,83.91,5,NSC,Kaski
2060-7-20,2003-11-05,11:00,05:15,27.78,86.16,4.1,NSC,Dolakha
2060-7-13,2003-10-29,11:00,05:15,27.26,86.69,4,NSC,Khotang
2060-6-13,2003-09-29,11:00,05:15,27.52,87.86,4.6,NSC,Taplejung
2060-6-8,2003-09-24,11:00,05:15,28.99,81.96,4.3,NSC,Dailekh
2060-4-21,2003-08-05,11:00,05:15,27.99,86.03,4.2,NSC,Sidhupalchowk
2060-4-18,2003-08-02,11:00,05:15,29.51,82.1,4.4,NSC,Mugu
2059-5-25,2002-09-09,11:00,05:15,28.98,28.98,4.1,NSC,Kailali
2059-4-27,2002-08-11,11:00,05:15,26.97,86.4,4.1,NSC,Udayapur
2059-4-1,2002-07-16,11:00,05:15,27.75,87.36,4.3,NSC,Sankhuwasava
2059-3-19,2002-07-02,11:00,05:15,27.17,84.82,4.1,NSC,Parsa
2059-3-7,2002-06-20,11:00,05:15,25.63,88.38,5.5,NSC,Bangladesh
2059-2-31,2002-06-13,11:00,05:15,28.23,84.86,4,NSC,Dhading
2060-4-13,2003-07-28,11:00,05:15,28.75,82.52,4.5,,Rukum
2060-3-10,2003-06-23,11:00,05:15,27.79,87.97,4.8,NSC,Taplejung
2059-12-22,2003-04-04,11:00,05:15,30.1,80.39,5,NSC,Pithoragarh
2059-12-16,2003-03-29,11:00,05:15,27.46,86.63,4,NSC,Tibet
2059-12-12,2003-03-25,11:00,05:15,27.18,89.59,5.7,NSC,Bhutan
2059-11-15,2003-02-26,11:00,05:15,28.47,86.01,5,NSC,Tibet
2059-2-25,2002-06-07,11:00,05:15,28.77,81.12,4,RSC,Kailali
2059-2-23,2002-06-05,11:00,05:15,28.86,80.75,4,RSC,Kailali
2059-2-22,2002-06-04,11:00,05:15,30.71,81.34,6,NSC,Tibet
2059-2-22,2002-06-04,11:00,05:15,28.79,80.53,4,NSC,Kanchanpur
2059-1-20,2002-05-02,11:00,05:15,27.67,86.67,5.2,NSC,Solukhumbu
2059-1-3,2002-04-15,11:00,05:15,26.87,86.31,4,NSC,Udayapur
2058-12-28,2002-04-09,11:00,05:15,27.46,86.174,4,NSC,Ramechhap
2058-10-22,2002-02-03,11:00,05:15,27.72,86.37,4.1,NSC,Dolakha
2061-9-13,2004-12-27,11:00,05:15,27.76,86.2,4.2,NSC,"Nagpa, Dolakaha"
2061-9-12,2004-12-26,11:00,05:15,29.9,81.63,4.3,NSC,"Sain, Bajura"
2061-8-3,2004-11-17,11:00,05:15,28.26,84.67,4.1,NSC,"Kharibot, Lamjung"
2061-7-25,2004-11-09,11:00,05:15,28.77,82.95,4.4,NSC,RahalGaun/Rukum 
2061-6-20,2004-10-05,11:00,05:15,26.83,86.55,4.1,NSC,"Simle, Udayapur"
2061-5-28,2004-09-12,11:00,05:15,29.51,81.84,4.4,NSC,"Shirkot, Mugu"
2061-5-18,2004-09-02,11:00,05:15,27.87,85.93,4.2,NSC,"Listikot, Sindhupalchowk"
2061-5-7,2004-08-22,11:00,05:15,28.03,85.24,4.1,NSC,"Kaseri, Rasuwa"
2061-4-6,2004-07-20,11:00,05:15,27.96,85.88,4.5,NSC,"Listikot, Sindhupalchok"
2061-4-2,2004-07-16,11:00,05:15,28.32,84.06,4.6,NSC,"Ghalegaun, Kaski"
2061-2-17,2004-05-29,11:00,05:15,28.58,89.97,4.3,NSC,"Niseldhar, Baglung"
2061-2-17,2004-05-29,11:00,05:15,28.55,82.96,4.9,NSC,"Niseldhar, Baglung"
2061-2-17,2004-05-29,11:00,05:15,28.59,82.98,4.3,NSC,"Niseldhar, Baglung"
2060-12-19,2004-03-31,11:00,05:15,27.18,87.63,4.6,NSC,"Isabun,Terathum"
2060-12-5,2004-03-17,11:00,05:15,27.67,87.82,4.1,NSC,"Amjilesa, Taplejung"
2060-11-7,2004-02-18,11:00,05:15,27.61,87.8,4.7,NSC,"Amjilesa, Taplejung"
2060-11-3,2004-02-14,11:00,05:15,29.67,80.88,4.3,NSC,"Brahmajali, Bhajhang"
2060-10-20,2004-02-02,11:00,05:15,29.32,81.53,4.1,NSC,"Tolideval, Bajura"
2060-9-24,2004-01-07,11:00,05:15,28.07,85,4,NSC,"Darkha, Dhading"
2060-9-20,2004-01-03,11:00,05:15,27.76,86.07,4.5,NSC,"Listikot, Sindhupalchok"
2060-9-20,2004-01-03,11:00,05:15,27.87,86.06,5.5,,"Listikot, Sindhupalchok"
2071-9-4,2014-12-18,21:17,15:32,27.73,86.52,5.9,NSC,Solukhumbu
2071-8-10,2014-11-25,21:34,15:49,28.25,84.94,4.5,NSC,Gorkha
2071-6-1,2014-09-17,16:14,10:29,27.76,88.05,4.5,NSC,Taplejung
2071-4-19,2014-08-03,11:42,05:57,29.45,85.64,5.9,N?A,Tibet
2071-3-24,2014-07-07,22:22,16:37,29.73,80.93,4.2,NSC,Bajhang-Darchula border
2071-3-21,2014-07-04,11:43,05:58,27.83,87.91,4.6,NSC,Taplejung
2071-2-12,2014-05-25,08:31,02:46,28.23,84.09,4.1,NSC,Kaski
2071-2-7,2014-05-20,00:21,18:36,28.32,84.73,4.3,NSC,Gorkha
2071-1-11,2014-04-23,12:59,07:14,27.3,87.62,4,NSC,Taplejung
2070-12-29,2014-04-11,23:07,17:22,29.29,81.26,4.2,NSC,Achham
2070-12-18,2014-03-31,13:36,07:51,30.11,81.93,4.4,NSC,Humla
